"都道府県コード","都道府県名","市区町村コード","市区町村名","大字町丁目コード","大字町丁目名","緯度","経度","原典資料コード","大字・字・丁目区分コード"
"35","山口県","35201","下関市","352010001001","伊倉新町一丁目","34.006140","130.939694","1","3"
"35","山口県","35201","下関市","352010001002","伊倉新町二丁目","34.007128","130.938124","1","3"
"35","山口県","35201","下関市","352010001003","伊倉新町三丁目","34.006586","130.932579","1","3"
"35","山口県","35201","下関市","352010001004","伊倉新町四丁目","34.005497","130.934763","1","3"
"35","山口県","35201","下関市","352010001005","伊倉新町五丁目","34.005073","130.931106","1","3"
"35","山口県","35201","下関市","352010002001","王喜宇津井一丁目","34.064029","131.041985","1","3"
"35","山口県","35201","下関市","352010002002","王喜宇津井二丁目","34.063015","131.047163","1","3"
"35","山口県","35201","下関市","352010002003","王喜宇津井三丁目","34.061331","131.050887","1","3"
"35","山口県","35201","下関市","352010003000","大字彦島","33.933926","130.929560","1","1"
"35","山口県","35201","下関市","352010004000","工領開作","34.041274","131.066232","1","1"
"35","山口県","35201","下関市","352010005001","木屋川南町一丁目","34.072185","131.064388","1","3"
"35","山口県","35201","下関市","352010005002","木屋川南町二丁目","34.073345","131.056162","1","3"
"35","山口県","35201","下関市","352010005003","木屋川南町三丁目","34.069573","131.057142","1","3"
"35","山口県","35201","下関市","352010005004","木屋川南町四丁目","34.070490","131.052586","1","3"
"35","山口県","35201","下関市","352010006001","白崎一丁目","34.058613","131.042325","1","3"
"35","山口県","35201","下関市","352010006002","白崎二丁目","34.056704","131.044905","1","3"
"35","山口県","35201","下関市","352010006003","白崎三丁目","34.059587","131.049603","1","3"
"35","山口県","35201","下関市","352010006004","白崎四丁目","34.055755","131.050801","1","3"
"35","山口県","35201","下関市","352010007000","長州出島","33.989462","130.898263","1","1"
"35","山口県","35201","下関市","352010008000","菊川町大字轡井","34.121231","131.080934","1","1"
"35","山口県","35201","下関市","352010009000","菊川町大字道市","34.132466","131.075557","1","1"
"35","山口県","35201","下関市","352010010000","菊川町大字樅ノ木","34.142092","131.077102","1","1"
"35","山口県","35201","下関市","352010011000","菊川町大字東中山","34.152929","131.048507","1","1"
"35","山口県","35201","下関市","352010012000","菊川町大字西中山","34.152267","131.040918","1","1"
"35","山口県","35201","下関市","352010013000","菊川町大字上保木","34.131130","131.043607","1","1"
"35","山口県","35201","下関市","352010014000","菊川町大字下保木","34.116388","131.059058","1","1"
"35","山口県","35201","下関市","352010015000","菊川町大字下大野","34.095188","131.055367","1","1"
"35","山口県","35201","下関市","352010016000","菊川町大字上大野","34.111065","131.052525","1","1"
"35","山口県","35201","下関市","352010017000","菊川町大字田部","34.110438","131.035552","1","1"
"35","山口県","35201","下関市","352010018000","菊川町大字上田部","34.107191","131.024650","1","1"
"35","山口県","35201","下関市","352010019000","菊川町大字七見","34.111169","131.010146","1","1"
"35","山口県","35201","下関市","352010020000","菊川町大字下岡枝","34.130684","131.037509","1","1"
"35","山口県","35201","下関市","352010021000","菊川町大字上岡枝","34.142209","131.026653","1","1"
"35","山口県","35201","下関市","352010022000","菊川町大字吉賀","34.129045","131.010952","1","1"
"35","山口県","35201","下関市","352010023000","菊川町大字楢崎","34.134593","130.993896","1","1"
"35","山口県","35201","下関市","352010024000","菊川町大字貴飯","34.160103","131.003430","1","1"
"35","山口県","35201","下関市","352010025000","豊田町大字杢路子","34.215424","131.010828","1","1"
"35","山口県","35201","下関市","352010026000","豊田町大字殿居","34.278102","131.035999","1","1"
"35","山口県","35201","下関市","352010027000","豊田町大字佐野","34.269222","131.048814","1","1"
"35","山口県","35201","下関市","352010028000","豊田町大字荒木","34.253858","131.047645","1","1"
"35","山口県","35201","下関市","352010029000","豊田町大字一ノ俣","34.278206","131.059331","1","1"
"35","山口県","35201","下関市","352010030000","豊田町大字稲見","34.246044","131.090081","1","1"
"35","山口県","35201","下関市","352010031000","豊田町大字金道","34.227341","131.072305","1","1"
"35","山口県","35201","下関市","352010032000","豊田町大字宇内","34.242366","131.077803","1","1"
"35","山口県","35201","下関市","352010033000","豊田町大字八道","34.221353","131.055625","1","1"
"35","山口県","35201","下関市","352010034000","豊田町大字鷹子","34.206639","131.044169","1","1"
"35","山口県","35201","下関市","352010035000","豊田町大字浮石","34.241729","131.046028","1","1"
"35","山口県","35201","下関市","352010036000","豊田町大字今出","34.248159","131.156091","1","1"
"35","山口県","35201","下関市","352010037000","豊田町大字地吉","34.251940","131.124123","1","1"
"35","山口県","35201","下関市","352010038000","豊田町大字大河内","34.228924","131.117796","1","1"
"35","山口県","35201","下関市","352010039000","豊田町大字殿敷","34.201987","131.083411","1","1"
"35","山口県","35201","下関市","352010040000","豊田町大字楢原","34.212431","131.083840","1","1"
"35","山口県","35201","下関市","352010041000","豊田町大字西市","34.202085","131.075596","1","1"
"35","山口県","35201","下関市","352010042000","豊田町大字矢田","34.201883","131.072901","1","1"
"35","山口県","35201","下関市","352010043000","豊田町大字庭田","34.195688","131.045439","1","1"
"35","山口県","35201","下関市","352010044000","豊田町大字中村","34.191242","131.074099","1","1"
"35","山口県","35201","下関市","352010045000","豊田町大字稲光","34.181516","131.079216","1","1"
"35","山口県","35201","下関市","352010046000","豊田町大字日野","34.174943","131.078018","1","1"
"35","山口県","35201","下関市","352010047000","豊田町大字高山","34.169324","131.075907","1","1"
"35","山口県","35201","下関市","352010048000","豊田町大字萩原","34.158945","131.085580","1","1"
"35","山口県","35201","下関市","352010049000","豊田町大字手洗","34.179091","131.067219","1","1"
"35","山口県","35201","下関市","352010050000","豊田町大字東長野","34.169934","131.060247","1","1"
"35","山口県","35201","下関市","352010051000","豊田町大字西長野","34.172408","131.057878","1","1"
"35","山口県","35201","下関市","352010052000","豊田町大字城戸","34.161938","131.054469","1","1"
"35","山口県","35201","下関市","352010053000","豊田町大字江良","34.183236","131.057145","1","1"
"35","山口県","35201","下関市","352010054000","豊田町大字阿座上","34.191942","131.063318","1","1"
"35","山口県","35201","下関市","352010055000","豊北町大字神田上","34.286210","130.895082","1","1"
"35","山口県","35201","下関市","352010056000","豊北町大字矢玉","34.275310","130.889981","1","1"
"35","山口県","35201","下関市","352010057000","豊北町大字角島","34.357597","130.872258","1","1"
"35","山口県","35201","下関市","352010058000","豊北町大字神田","34.326550","130.901693","1","1"
"35","山口県","35201","下関市","352010059000","豊北町大字阿川","34.330378","130.922271","1","1"
"35","山口県","35201","下関市","352010060000","豊北町大字粟野","34.329555","130.977910","1","1"
"35","山口県","35201","下関市","352010061000","豊北町大字滝部","34.290193","130.951907","1","1"
"35","山口県","35201","下関市","352010062000","豊北町大字北宇賀","34.246280","130.955314","1","1"
"35","山口県","35201","下関市","352010063000","豊北町大字田耕","34.270814","130.991263","1","1"
"35","山口県","35201","下関市","352010064000","赤池町","34.059209","131.011213","1","1"
"35","山口県","35201","下関市","352010065001","垢田町一丁目","33.993268","130.923476","1","3"
"35","山口県","35201","下関市","352010065002","垢田町二丁目","33.990855","130.924923","1","3"
"35","山口県","35201","下関市","352010065003","垢田町三丁目","33.991712","130.921202","1","3"
"35","山口県","35201","下関市","352010065004","垢田町四丁目","33.990583","130.916876","1","3"
"35","山口県","35201","下関市","352010065005","垢田町五丁目","33.995258","130.920305","1","3"
"35","山口県","35201","下関市","352010066000","赤間町","33.959223","130.943290","1","1"
"35","山口県","35201","下関市","352010067001","秋根上町一丁目","34.012911","130.956800","1","3"
"35","山口県","35201","下関市","352010067002","秋根上町二丁目","34.010596","130.958810","1","3"
"35","山口県","35201","下関市","352010067003","秋根上町三丁目","34.007697","130.960291","1","3"
"35","山口県","35201","下関市","352010068000","秋根北町","34.013857","130.951752","1","1"
"35","山口県","35201","下関市","352010069000","秋根新町","34.011035","130.946955","1","1"
"35","山口県","35201","下関市","352010070001","秋根西町一丁目","34.008761","130.946800","1","3"
"35","山口県","35201","下関市","352010070002","秋根西町二丁目","34.007231","130.946197","1","3"
"35","山口県","35201","下関市","352010071000","秋根東町","34.009791","130.954148","1","1"
"35","山口県","35201","下関市","352010072001","秋根本町一丁目","34.009682","130.950348","1","3"
"35","山口県","35201","下関市","352010072002","秋根本町二丁目","34.010580","130.952667","1","3"
"35","山口県","35201","下関市","352010073001","秋根南町一丁目","34.007185","130.950146","1","3"
"35","山口県","35201","下関市","352010073002","秋根南町二丁目","34.007424","130.954580","1","3"
"35","山口県","35201","下関市","352010074000","阿弥陀寺町","33.959523","130.948443","1","1"
"35","山口県","35201","下関市","352010075001","綾羅木新町一丁目","34.009275","130.921825","1","3"
"35","山口県","35201","下関市","352010075002","綾羅木新町二丁目","34.011571","130.918414","1","3"
"35","山口県","35201","下関市","352010075003","綾羅木新町三丁目","34.011330","130.922823","1","3"
"35","山口県","35201","下関市","352010075004","綾羅木新町四丁目","34.007827","130.925163","1","3"
"35","山口県","35201","下関市","352010076001","綾羅木本町一丁目","34.005777","130.927017","1","3"
"35","山口県","35201","下関市","352010076002","綾羅木本町二丁目","34.003434","130.925939","1","3"
"35","山口県","35201","下関市","352010076003","綾羅木本町三丁目","34.001481","130.924181","1","3"
"35","山口県","35201","下関市","352010076004","綾羅木本町四丁目","34.004718","130.922742","1","3"
"35","山口県","35201","下関市","352010076005","綾羅木本町五丁目","34.006181","130.923179","1","3"
"35","山口県","35201","下関市","352010076006","綾羅木本町六丁目","34.008038","130.919535","1","3"
"35","山口県","35201","下関市","352010076007","綾羅木本町七丁目","34.006258","130.916840","1","3"
"35","山口県","35201","下関市","352010076008","綾羅木本町八丁目","34.004834","130.919224","1","3"
"35","山口県","35201","下関市","352010076009","綾羅木本町九丁目","34.003410","130.921757","1","3"
"35","山口県","35201","下関市","352010077001","綾羅木南町一丁目","34.001644","130.921334","1","3"
"35","山口県","35201","下関市","352010077002","綾羅木南町二丁目","34.002723","130.916749","1","3"
"35","山口県","35201","下関市","352010077003","綾羅木南町三丁目","34.002311","130.911755","1","3"
"35","山口県","35201","下関市","352010078000","あるかぽーと","33.952361","130.940024","1","1"
"35","山口県","35201","下関市","352010079001","生野町一丁目","33.981099","130.935792","1","3"
"35","山口県","35201","下関市","352010079002","生野町二丁目","33.984246","130.935274","1","3"
"35","山口県","35201","下関市","352010080001","伊倉町一丁目","34.002952","130.929120","1","3"
"35","山口県","35201","下関市","352010080002","伊倉町二丁目","34.004742","130.929168","1","3"
"35","山口県","35201","下関市","352010080003","伊倉町三丁目","34.001732","130.933040","1","3"
"35","山口県","35201","下関市","352010081000","伊倉東町","34.005998","130.943188","1","1"
"35","山口県","35201","下関市","352010082000","伊倉本町","34.003647","130.936919","1","1"
"35","山口県","35201","下関市","352010083001","伊崎町一丁目","33.954632","130.917644","1","3"
"35","山口県","35201","下関市","352010083002","伊崎町二丁目","33.956178","130.909282","1","3"
"35","山口県","35201","下関市","352010084000","石神町","33.974034","130.938091","1","1"
"35","山口県","35201","下関市","352010085000","一の宮卸本町","33.989084","130.949083","1","1"
"35","山口県","35201","下関市","352010086000","一の宮学園町","33.999048","130.947626","1","1"
"35","山口県","35201","下関市","352010087001","一の宮住吉一丁目","34.002342","130.956793","1","3"
"35","山口県","35201","下関市","352010087002","一の宮住吉二丁目","33.997786","130.956468","1","3"
"35","山口県","35201","下関市","352010087003","一の宮住吉三丁目","33.994449","130.954748","1","3"
"35","山口県","35201","下関市","352010088001","一の宮町一丁目","34.004137","130.945911","1","3"
"35","山口県","35201","下関市","352010088002","一の宮町二丁目","34.002855","130.950003","1","3"
"35","山口県","35201","下関市","352010088003","一の宮町三丁目","33.997766","130.951053","1","3"
"35","山口県","35201","下関市","352010088004","一の宮町四丁目","33.995044","130.950475","1","3"
"35","山口県","35201","下関市","352010088005","一の宮町五丁目","33.992800","130.948931","1","3"
"35","山口県","35201","下関市","352010089001","一の宮東町一丁目","34.004269","130.959540","1","3"
"35","山口県","35201","下関市","352010089002","一の宮東町二丁目","33.998963","130.959997","1","3"
"35","山口県","35201","下関市","352010089003","一の宮東町三丁目","34.002608","130.964828","1","3"
"35","山口県","35201","下関市","352010090001","一の宮本町一丁目","34.003901","130.952144","1","3"
"35","山口県","35201","下関市","352010090002","一の宮本町二丁目","34.000046","130.954204","1","3"
"35","山口県","35201","下関市","352010091000","今浦町","33.953978","130.921886","1","1"
"35","山口県","35201","下関市","352010092000","入江町","33.954348","130.935410","1","1"
"35","山口県","35201","下関市","352010093000","上条町","33.955636","130.923400","1","1"
"35","山口県","35201","下関市","352010094001","後田町一丁目","33.969130","130.931558","1","3"
"35","山口県","35201","下関市","352010094002","後田町二丁目","33.970715","130.931988","1","3"
"35","山口県","35201","下関市","352010094003","後田町三丁目","33.972193","130.933826","1","3"
"35","山口県","35201","下関市","352010094004","後田町四丁目","33.971932","130.926938","1","3"
"35","山口県","35201","下関市","352010094005","後田町五丁目","33.974527","130.931609","1","3"
"35","山口県","35201","下関市","352010095001","王喜本町一丁目","34.062271","131.057822","1","3"
"35","山口県","35201","下関市","352010095002","王喜本町二丁目","34.064911","131.054524","1","3"
"35","山口県","35201","下関市","352010095003","王喜本町三丁目","34.066234","131.052231","1","3"
"35","山口県","35201","下関市","352010095004","王喜本町四丁目","34.069487","131.048342","1","3"
"35","山口県","35201","下関市","352010095005","王喜本町五丁目","34.065243","131.048669","1","3"
"35","山口県","35201","下関市","352010095006","王喜本町六丁目","34.061921","131.053337","1","3"
"35","山口県","35201","下関市","352010096001","王司上町一丁目","34.044372","131.013603","1","3"
"35","山口県","35201","下関市","352010096002","王司上町二丁目","34.040701","131.010181","1","3"
"35","山口県","35201","下関市","352010096003","王司上町三丁目","34.036951","131.009550","1","3"
"35","山口県","35201","下関市","352010096004","王司上町四丁目","34.034336","131.009833","1","3"
"35","山口県","35201","下関市","352010096005","王司上町五丁目","34.040935","131.013907","1","3"
"35","山口県","35201","下関市","352010097001","王司川端一丁目","34.047837","131.018098","1","3"
"35","山口県","35201","下関市","352010097002","王司川端二丁目","34.047472","131.020060","1","3"
"35","山口県","35201","下関市","352010097003","王司川端三丁目","34.047112","131.022355","1","3"
"35","山口県","35201","下関市","352010098001","王司神田一丁目","34.047052","131.015170","1","3"
"35","山口県","35201","下関市","352010098002","王司神田二丁目","34.047890","131.012011","1","3"
"35","山口県","35201","下関市","352010098003","王司神田三丁目","34.049773","131.009751","1","3"
"35","山口県","35201","下関市","352010098004","王司神田四丁目","34.052459","131.007145","1","3"
"35","山口県","35201","下関市","352010098005","王司神田五丁目","34.053485","131.011828","1","3"
"35","山口県","35201","下関市","352010098006","王司神田六丁目","34.050238","131.013606","1","3"
"35","山口県","35201","下関市","352010099001","王司本町一丁目","34.042638","131.017400","1","3"
"35","山口県","35201","下関市","352010099002","王司本町二丁目","34.041010","131.019238","1","3"
"35","山口県","35201","下関市","352010099003","王司本町三丁目","34.037188","131.017104","1","3"
"35","山口県","35201","下関市","352010099004","王司本町四丁目","34.038954","131.014742","1","3"
"35","山口県","35201","下関市","352010099005","王司本町五丁目","34.035705","131.012719","1","3"
"35","山口県","35201","下関市","352010099006","王司本町六丁目","34.034678","131.013635","1","3"
"35","山口県","35201","下関市","352010100000","王司南町","34.032447","131.012621","1","1"
"35","山口県","35201","下関市","352010101000","大字垢田","33.997592","130.914261","1","1"
"35","山口県","35201","下関市","352010102000","大字秋根","34.011735","130.963032","1","1"
"35","山口県","35201","下関市","352010103000","大字綾羅木","34.011572","130.929037","1","1"
"35","山口県","35201","下関市","352010104000","大字有冨","34.017553","130.945077","1","1"
"35","山口県","35201","下関市","352010105000","大字伊倉","34.001429","130.943464","1","1"
"35","山口県","35201","下関市","352010106000","大字石原","34.016234","130.949384","1","1"
"35","山口県","35201","下関市","352010107000","大字井田","34.047899","130.972124","1","1"
"35","山口県","35201","下関市","352010108000","大字植田","34.097091","130.980241","1","1"
"35","山口県","35201","下関市","352010109000","大字宇津井","34.068966","131.066589","1","1"
"35","山口県","35201","下関市","352010110000","大字内日上","34.089045","130.958086","1","1"
"35","山口県","35201","下関市","352010111000","大字内日下","34.102298","130.970502","1","1"
"35","山口県","35201","下関市","352010112000","大字宇部","34.040375","131.006087","1","1"
"35","山口県","35201","下関市","352010113000","大字阿内","34.074917","131.002757","1","1"
"35","山口県","35201","下関市","352010114000","大字小月町","34.086541","131.038852","1","1"
"35","山口県","35201","下関市","352010115000","大字小野","34.037032","130.960971","1","1"
"35","山口県","35201","下関市","352010116000","大字員光","34.044500","130.989330","1","1"
"35","山口県","35201","下関市","352010117000","大字形山","34.021253","130.959105","1","1"
"35","山口県","35201","下関市","352010118000","大字蒲生野","34.029194","130.936095","1","1"
"35","山口県","35201","下関市","352010119000","大字清末","34.063613","131.029579","1","1"
"35","山口県","35201","下関市","352010120000","大字楠乃","33.991446","130.959788","1","1"
"35","山口県","35201","下関市","352010121000","大字才川","34.030354","131.001573","1","1"
"35","山口県","35201","下関市","352010122000","大字勝谷","34.012604","130.976910","1","1"
"35","山口県","35201","下関市","352010123000","大字高畑","33.985823","130.970468","1","1"
"35","山口県","35201","下関市","352010124000","大字田倉","34.019817","130.969987","1","1"
"35","山口県","35201","下関市","352010125000","大字冨任","34.019311","130.933569","1","1"
"35","山口県","35201","下関市","352010126000","大字豊浦村","33.990272","130.976055","1","1"
"35","山口県","35201","下関市","352010127000","大字永田郷","34.088030","130.894667","1","1"
"35","山口県","35201","下関市","352010128000","大字延行","34.013105","130.938679","1","1"
"35","山口県","35201","下関市","352010129000","大字福江","34.048167","130.919080","1","1"
"35","山口県","35201","下関市","352010130000","大字藤ヶ谷","33.984206","130.959040","1","1"
"35","山口県","35201","下関市","352010131000","大字蓋井島","34.101929","130.787297","1","1"
"35","山口県","35201","下関市","352010132000","大字前田","33.979025","130.966254","1","1"
"35","山口県","35201","下関市","352010133000","大字松小田","34.022381","130.989112","1","1"
"35","山口県","35201","下関市","352010134000","大字松屋","34.061278","131.071831","1","1"
"35","山口県","35201","下関市","352010135000","大字椋野","33.983884","130.945832","1","1"
"35","山口県","35201","下関市","352010136000","大字六連島","33.977769","130.863145","1","1"
"35","山口県","35201","下関市","352010137000","大字安岡","34.035849","130.931539","1","1"
"35","山口県","35201","下関市","352010138000","大字山田","34.059760","130.997558","1","1"
"35","山口県","35201","下関市","352010139000","大字横野","34.035662","130.915158","1","1"
"35","山口県","35201","下関市","352010140000","大字吉田","34.093895","131.065704","1","1"
"35","山口県","35201","下関市","352010141000","大字吉田地方","34.093740","131.082284","1","1"
"35","山口県","35201","下関市","352010142000","大字吉見上","34.083139","130.916693","1","1"
"35","山口県","35201","下関市","352010143000","大字吉見下","34.072932","130.909792","1","1"
"35","山口県","35201","下関市","352010144000","大字吉母","34.091026","130.877772","1","1"
"35","山口県","35201","下関市","352010145000","大坪本町","33.970132","130.921047","1","1"
"35","山口県","35201","下関市","352010146000","小月市原町","34.076823","131.031902","1","1"
"35","山口県","35201","下関市","352010147001","小月駅前一丁目","34.068755","131.032367","1","3"
"35","山口県","35201","下関市","352010148000","小月京泊","34.070958","131.044844","1","1"
"35","山口県","35201","下関市","352010149000","小月公園町","34.072490","131.031558","1","1"
"35","山口県","35201","下関市","352010150001","小月小島一丁目","34.066271","131.038019","1","3"
"35","山口県","35201","下関市","352010150002","小月小島二丁目","34.066407","131.041954","1","3"
"35","山口県","35201","下関市","352010151000","小月幸町","34.077366","131.036273","1","1"
"35","山口県","35201","下関市","352010152001","小月杉迫一丁目","34.072690","131.029460","1","3"
"35","山口県","35201","下関市","352010152002","小月杉迫二丁目","34.072909","131.025884","1","3"
"35","山口県","35201","下関市","352010152003","小月杉迫三丁目","34.075837","131.027004","1","3"
"35","山口県","35201","下関市","352010153000","小月高雄町","34.073552","131.042416","1","1"
"35","山口県","35201","下関市","352010154001","小月茶屋一丁目","34.069814","131.031868","1","3"
"35","山口県","35201","下関市","352010154002","小月茶屋二丁目","34.067393","131.029252","1","3"
"35","山口県","35201","下関市","352010154003","小月茶屋三丁目","34.070718","131.023477","1","3"
"35","山口県","35201","下関市","352010155000","小月西の台","34.070891","131.040338","1","1"
"35","山口県","35201","下関市","352010156001","小月本町一丁目","34.072008","131.033986","1","3"
"35","山口県","35201","下関市","352010156002","小月本町二丁目","34.072429","131.036236","1","3"
"35","山口県","35201","下関市","352010157000","小月南町","34.060832","131.037634","1","1"
"35","山口県","35201","下関市","352010158000","小月宮の町","34.072504","131.038685","1","1"
"35","山口県","35201","下関市","352010159000","卸新町","33.984881","130.949787","1","1"
"35","山口県","35201","下関市","352010160001","梶栗町一丁目","34.016206","130.917834","1","3"
"35","山口県","35201","下関市","352010160002","梶栗町二丁目","34.014054","130.918233","1","3"
"35","山口県","35201","下関市","352010160003","梶栗町三丁目","34.015586","130.920666","1","3"
"35","山口県","35201","下関市","352010160004","梶栗町四丁目","34.015937","130.922511","1","3"
"35","山口県","35201","下関市","352010160005","梶栗町五丁目","34.015956","130.925444","1","3"
"35","山口県","35201","下関市","352010161000","春日町","33.959281","130.929692","1","1"
"35","山口県","35201","下関市","352010162001","員光町一丁目","34.053058","131.003391","1","3"
"35","山口県","35201","下関市","352010162002","員光町二丁目","34.054817","131.002683","1","3"
"35","山口県","35201","下関市","352010162003","員光町三丁目","34.052497","130.998045","1","3"
"35","山口県","35201","下関市","352010162004","員光町四丁目","34.051066","130.999158","1","3"
"35","山口県","35201","下関市","352010163000","形山町","34.015835","130.958293","1","1"
"35","山口県","35201","下関市","352010164000","形山みどり町","34.014939","130.954520","1","1"
"35","山口県","35201","下関市","352010165001","上新地町一丁目","33.958535","130.921235","1","3"
"35","山口県","35201","下関市","352010165002","上新地町二丁目","33.960772","130.920222","1","3"
"35","山口県","35201","下関市","352010165003","上新地町三丁目","33.959206","130.918880","1","3"
"35","山口県","35201","下関市","352010165004","上新地町四丁目","33.956367","130.916176","1","3"
"35","山口県","35201","下関市","352010165005","上新地町五丁目","33.957955","130.914914","1","3"
"35","山口県","35201","下関市","352010166001","上田中町一丁目","33.967673","130.937768","1","3"
"35","山口県","35201","下関市","352010166002","上田中町二丁目","33.963736","130.939249","1","3"
"35","山口県","35201","下関市","352010166003","上田中町三丁目","33.961219","130.939015","1","3"
"35","山口県","35201","下関市","352010166004","上田中町四丁目","33.963250","130.936442","1","3"
"35","山口県","35201","下関市","352010166005","上田中町五丁目","33.961536","130.935685","1","3"
"35","山口県","35201","下関市","352010166006","上田中町六丁目","33.959623","130.935264","1","3"
"35","山口県","35201","下関市","352010166007","上田中町七丁目","33.961818","130.931987","1","3"
"35","山口県","35201","下関市","352010166008","上田中町八丁目","33.963415","130.934121","1","3"
"35","山口県","35201","下関市","352010167000","亀浜町","34.031950","131.015878","1","1"
"35","山口県","35201","下関市","352010168000","唐戸町","33.956710","130.943393","1","1"
"35","山口県","35201","下関市","352010169000","川中本町","34.000177","130.931104","1","1"
"35","山口県","35201","下関市","352010170001","川中本町一丁目","33.998275","130.933661","1","3"
"35","山口県","35201","下関市","352010170002","川中本町二丁目","34.001915","130.929350","1","3"
"35","山口県","35201","下関市","352010171001","川中豊町一丁目","33.999110","130.936517","1","3"
"35","山口県","35201","下関市","352010171002","川中豊町二丁目","33.997228","130.935350","1","3"
"35","山口県","35201","下関市","352010171003","川中豊町三丁目","33.996876","130.938173","1","3"
"35","山口県","35201","下関市","352010171004","川中豊町四丁目","33.998101","130.940274","1","3"
"35","山口県","35201","下関市","352010171005","川中豊町五丁目","33.995737","130.938482","1","3"
"35","山口県","35201","下関市","352010171006","川中豊町六丁目","33.995709","130.935656","1","3"
"35","山口県","35201","下関市","352010171007","川中豊町七丁目","33.993034","130.938545","1","3"
"35","山口県","35201","下関市","352010172000","関西町","33.957991","130.927437","1","1"
"35","山口県","35201","下関市","352010173000","関西本町","33.956325","130.926415","1","1"
"35","山口県","35201","下関市","352010174001","神田町一丁目","33.963848","130.923489","1","3"
"35","山口県","35201","下関市","352010174002","神田町二丁目","33.961940","130.924616","1","3"
"35","山口県","35201","下関市","352010175000","観音崎町","33.951572","130.937374","1","1"
"35","山口県","35201","下関市","352010176001","貴船町一丁目","33.963964","130.942878","1","3"
"35","山口県","35201","下関市","352010176002","貴船町二丁目","33.966073","130.943519","1","3"
"35","山口県","35201","下関市","352010176003","貴船町三丁目","33.969021","130.942385","1","3"
"35","山口県","35201","下関市","352010176004","貴船町四丁目","33.970500","130.940021","1","3"
"35","山口県","35201","下関市","352010177001","清末鞍馬一丁目","34.062532","131.023977","1","3"
"35","山口県","35201","下関市","352010177002","清末鞍馬二丁目","34.061814","131.026405","1","3"
"35","山口県","35201","下関市","352010177003","清末鞍馬三丁目","34.065289","131.028021","1","3"
"35","山口県","35201","下関市","352010177004","清末鞍馬四丁目","34.065885","131.025797","1","3"
"35","山口県","35201","下関市","352010177005","清末鞍馬五丁目","34.068361","131.023799","1","3"
"35","山口県","35201","下関市","352010178001","清末五毛一丁目","34.055306","131.021808","1","3"
"35","山口県","35201","下関市","352010179000","清末陣屋","34.065653","131.022713","1","1"
"35","山口県","35201","下関市","352010180001","清末千房一丁目","34.056592","131.016815","1","3"
"35","山口県","35201","下関市","352010180002","清末千房二丁目","34.053730","131.017985","1","3"
"35","山口県","35201","下関市","352010180003","清末千房三丁目","34.052290","131.020664","1","3"
"35","山口県","35201","下関市","352010181000","清末大門","34.060431","131.016161","1","1"
"35","山口県","35201","下関市","352010182001","清末中町一丁目","34.057812","131.024334","1","3"
"35","山口県","35201","下関市","352010182002","清末中町二丁目","34.057223","131.025641","1","3"
"35","山口県","35201","下関市","352010182003","清末中町三丁目","34.055536","131.027172","1","3"
"35","山口県","35201","下関市","352010183001","清末西町一丁目","34.062816","131.019662","1","3"
"35","山口県","35201","下関市","352010183002","清末西町二丁目","34.060177","131.020046","1","3"
"35","山口県","35201","下関市","352010183003","清末西町三丁目","34.057308","131.020449","1","3"
"35","山口県","35201","下関市","352010184001","清末東町一丁目","34.051461","131.024342","1","3"
"35","山口県","35201","下関市","352010184002","清末東町二丁目","34.050508","131.027726","1","3"
"35","山口県","35201","下関市","352010184003","清末東町三丁目","34.052043","131.031348","1","3"
"35","山口県","35201","下関市","352010184004","清末東町四丁目","34.055383","131.029606","1","3"
"35","山口県","35201","下関市","352010184005","清末東町五丁目","34.054897","131.033645","1","3"
"35","山口県","35201","下関市","352010184006","清末東町六丁目","34.058523","131.032844","1","3"
"35","山口県","35201","下関市","352010185000","清末本町","34.060244","131.022477","1","1"
"35","山口県","35201","下関市","352010186001","楠乃一丁目","33.991043","130.953162","1","3"
"35","山口県","35201","下関市","352010186002","楠乃二丁目","33.995946","130.959014","1","3"
"35","山口県","35201","下関市","352010186003","楠乃三丁目","33.998250","130.963860","1","3"
"35","山口県","35201","下関市","352010186004","楠乃四丁目","34.000849","130.966680","1","3"
"35","山口県","35201","下関市","352010186005","楠乃五丁目","34.001101","130.971270","1","3"
"35","山口県","35201","下関市","352010187001","熊野町一丁目","33.990103","130.940966","1","3"
"35","山口県","35201","下関市","352010187002","熊野町二丁目","33.992420","130.943579","1","3"
"35","山口県","35201","下関市","352010187003","熊野町三丁目","33.992614","130.946175","1","3"
"35","山口県","35201","下関市","352010188000","熊野西町","33.995026","130.941794","1","1"
"35","山口県","35201","下関市","352010189001","向洋町一丁目","33.966059","130.930108","1","3"
"35","山口県","35201","下関市","352010189002","向洋町二丁目","33.962599","130.930759","1","3"
"35","山口県","35201","下関市","352010189003","向洋町三丁目","33.962931","130.928524","1","3"
"35","山口県","35201","下関市","352010190001","木屋川一丁目","34.077362","131.069844","1","3"
"35","山口県","35201","下関市","352010190002","木屋川二丁目","34.079464","131.071535","1","3"
"35","山口県","35201","下関市","352010191001","木屋川本町一丁目","34.074481","131.066562","1","3"
"35","山口県","35201","下関市","352010191002","木屋川本町二丁目","34.077300","131.064779","1","3"
"35","山口県","35201","下関市","352010191003","木屋川本町三丁目","34.077256","131.060482","1","3"
